2008/04/04 16:40:12, 2124
2008/04/04 16:51:01, 2124
2008/04/04 17:51:01, 2283
2008/04/04 18:51:01, 2688
2008/04/04 19:51:02, 2688
2008/04/04 20:51:01, 2711
2008/04/04 21:51:01, 2732
2008/04/04 22:51:01, 3323
2008/04/04 23:51:01, 3323
2008/04/05 00:51:01, 2799
2008/04/05 01:51:01, 3004
2008/04/05 02:51:01, 1870
2008/04/05 03:51:01, 1870
2008/04/05 04:51:01, 1475
2008/04/05 05:51:01, 1101
2008/04/05 06:51:01, 1056
2008/04/05 07:51:01, 897
2008/04/05 08:51:01, 897
2008/04/05 09:51:02, 666
2008/04/05 10:51:01, 720
2008/04/05 11:51:01, 670
2008/04/05 12:51:01, 708
2008/04/05 13:51:01, 708
2008/04/05 14:51:01, 757
2008/04/05 15:51:01, 808
2008/04/05 16:51:01, 735
2008/04/05 17:51:02, 692
2008/04/05 18:51:01, 582
2008/04/05 19:51:01, 582
2008/04/05 20:51:01, 596
2008/04/05 21:51:01, 497
2008/04/05 22:51:01, 463
2008/04/05 23:51:01, 424
2008/04/06 00:51:01, 424
2008/04/06 01:51:01, 330
2008/04/06 02:51:01, 234
2008/04/06 03:51:02, 234
2008/04/06 04:51:01, 227
2008/04/06 05:51:01, 215
2008/04/06 06:51:01, 229
2008/04/06 07:51:01, 195
2008/04/06 08:51:01, 195
2008/04/06 09:51:01, 195
2008/04/06 10:51:01, 207
2008/04/06 11:51:01, 215
2008/04/06 12:51:01, 215
2008/04/06 13:51:01, 232
2008/04/06 14:51:01, 233
2008/04/06 15:51:01, 244
2008/04/06 16:51:01, 261
2008/04/06 17:51:01, 261
2008/04/06 18:51:02, 267
2008/04/06 19:51:01, 253
2008/04/06 20:51:02, 216
2008/04/06 21:51:01, 216
2008/04/06 22:51:01, 215
2008/04/06 23:51:02, 265
2008/04/07 00:51:01, 191
2008/04/07 01:51:02, 191
2008/04/07 02:51:01, 188
2008/04/07 03:51:01, 187
2008/04/07 04:51:01, 189
2008/04/07 05:51:02, 189
2008/04/07 06:51:01, 166
2008/04/07 07:51:02, 170
2008/04/07 08:51:01, 153
2008/04/07 09:51:01, 158
2008/04/07 10:51:01, 158
2008/04/07 11:51:01, 165
2008/04/07 12:51:01, 166
2008/04/07 13:51:01, 175
2008/04/07 14:51:01, 175
2008/04/07 15:51:01, 182
2008/04/07 16:51:01, 159
2008/04/07 17:51:01, 181
2008/04/07 18:51:01, 173
2008/04/07 19:51:01, 173
2008/04/07 20:51:01, 187
2008/04/07 21:51:01, 185
2008/04/07 22:51:01, 199
2008/04/07 23:51:01, 180
2008/04/08 00:51:01, 180
2008/04/08 01:51:01, 193
2008/04/08 02:51:01, 185
2008/04/08 03:51:01, 185
2008/04/08 04:51:01, 173
2008/04/08 05:51:01, 179
2008/04/08 06:51:01, 165
2008/04/08 07:51:01, 165
2008/04/08 08:51:01, 162
2008/04/08 09:51:01, 170
2008/04/08 10:51:01, 173
2008/04/08 11:51:01, 177
2008/04/08 12:51:01, 183
2008/04/08 13:51:02, 183
2008/04/08 14:51:01, 175
2008/04/08 15:51:01, 163
2008/04/08 16:51:01, 171
2008/04/08 17:51:01, 171
2008/04/08 18:51:01, 171
2008/04/08 19:51:01, 213
2008/04/08 20:51:01, 225
2008/04/08 21:51:01, 217
2008/04/08 22:51:01, 236
2008/04/08 23:51:01, 236
2008/04/09 00:51:01, 259
2008/04/09 01:51:01, 259
2008/04/09 02:51:01, 241
2008/04/09 03:51:01, 241
2008/04/09 04:51:01, 246
2008/04/09 05:51:01, 256
2008/04/09 06:51:01, 263
2008/04/09 07:51:01, 271
2008/04/09 08:51:01, 271
2008/04/09 09:51:01, 271
2008/04/09 10:51:01, 283
2008/04/09 11:51:01, 289
2008/04/09 12:51:01, 289
2008/04/09 13:51:01, 289
2008/04/09 14:51:01, 286
2008/04/09 15:51:02, 260
2008/04/09 16:51:01, 227
2008/04/09 17:51:01, 215
2008/04/09 18:51:01, 215
2008/04/09 19:51:01, 221
2008/04/09 20:51:02, 234
2008/04/09 21:51:01, 248
2008/04/09 22:51:01, 248
2008/04/09 23:51:01, 268
2008/04/10 00:51:01, 288
2008/04/10 01:51:01, 287
2008/04/10 02:51:02, 287
2008/04/10 03:51:01, 287
2008/04/10 04:51:01, 267
2008/04/10 05:51:01, 267
2008/04/10 06:51:01, 271
